[09, 22, 24, 31, 32, 45]
[07, 10, 16, 17, 31, 32]
[01, 03, 04, 06, 31, 32]
[08, 12, 19, 41, 42, 47]
[04, 05, 06, 21, 27, 41]
[09, 23, 24, 34, 35, 36]
[03, 06, 19, 24, 33, 37]
[03, 13, 25, 26, 28, 41]
[08, 09, 13, 18, 40, 48]
[10, 18, 34, 39, 43, 45]
[17, 29, 30, 33, 43, 49]
[07, 25, 26, 27, 33, 35]
[13, 16, 25, 35, 43, 46]
[05, 07, 13, 19, 28, 31]
[14, 20, 29, 41, 46, 47]
[06, 08, 18, 21, 26, 45]
[01, 22, 26, 29, 30, 41]
[13, 15, 16, 18, 27, 40]
[05, 06, 07, 13, 21, 30]
[12, 15, 16, 21, 28, 37]
[28, 31, 33, 34, 46, 48]
[01, 12, 26, 32, 36, 49]
[04, 18, 19, 22, 37, 48]
[07, 10, 32, 35, 41, 42]
[04, 13, 17, 19, 38, 43]
[10, 14, 18, 23, 29, 49]
[20, 22, 29, 32, 38, 43]
[06, 15, 18, 25, 31, 37]
[02, 09, 11, 31, 39, 49]
[03, 05, 06, 11, 14, 22]
[16, 27, 30, 33, 34, 46]
[03, 34, 37, 41, 44, 46]
[02, 06, 16, 25, 37, 41]
[01, 09, 11, 23, 38, 46]
[04, 08, 10, 34, 41, 47]
[06, 08, 27, 32, 38, 44]
[15, 24, 30, 33, 34, 49]
[02, 06, 20, 29, 35, 42]
[21, 36, 39, 42, 44, 47]
[06, 07, 19, 25, 47, 48]
[10, 16, 18, 31, 43, 47]
[18, 19, 39, 44, 47, 49]
[08, 28, 34, 46, 47, 48]
[06, 10, 11, 16, 33, 34]
[07, 21, 22, 28, 30, 48]
[09, 22, 29, 30, 38, 48]
[03, 30, 35, 42, 44, 46]
[15, 20, 23, 26, 39, 45]
[04, 06, 11, 30, 33, 41]
[02, 12, 23, 32, 34, 38]
[19, 23, 33, 34, 43, 47]
[09, 19, 28, 36, 37, 49]
[03, 14, 30, 38, 42, 47]
[05, 12, 14, 32, 43, 45]
[07, 10, 14, 19, 25, 45]
[02, 10, 11, 41, 42, 43]
[08, 11, 24, 25, 35, 40]
[09, 12, 15, 18, 31, 47]
[11, 13, 19, 25, 26, 43]
[28, 30, 41, 42, 47, 48]
[17, 18, 28, 32, 34, 35]
[23, 24, 27, 28, 30, 49]
[02, 05, 19, 22, 24, 44]
[11, 23, 28, 41, 42, 45]
[04, 26, 36, 40, 43, 49]
[05, 12, 24, 34, 36, 43]
[02, 03, 06, 30, 42, 44]
[03, 19, 28, 31, 35, 42]
[02, 04, 07, 14, 17, 44]
[13, 15, 24, 26, 36, 48]
[04, 12, 15, 19, 23, 35]
[04, 12, 15, 27, 32, 48]
[05, 11, 13, 16, 31, 42]
[10, 23, 24, 31, 32, 36]
[09, 15, 33, 37, 45, 47]
[12, 14, 15, 19, 47, 49]
[05, 13, 32, 34, 41, 46]
[09, 10, 16, 17, 24, 27]
[01, 02, 09, 20, 30, 40]
[10, 16, 29, 31, 37, 39]
[14, 17, 25, 45, 46, 48]
[02, 18, 27, 32, 44, 48]
[13, 19, 23, 24, 25, 29]
[04, 16, 29, 31, 41, 42]
[02, 20, 27, 28, 34, 42]
[01, 12, 21, 40, 43, 48]
[11, 12, 21, 24, 26, 33]
[04, 21, 27, 32, 38, 45]
[12, 17, 28, 42, 45, 47]
[15, 17, 22, 25, 29, 40]
[15, 16, 19, 26, 37, 41]
[05, 23, 36, 40, 44, 47]
[01, 17, 24, 37, 42, 47]
[01, 07, 12, 14, 25, 38]
[08, 32, 33, 36, 39, 49]
[10, 12, 22, 26, 40, 44]
[02, 22, 27, 38, 44, 45]
[07, 17, 23, 33, 39, 40]
[01, 05, 26, 29, 30, 42]
[04, 30, 39, 44, 47, 49]
