[16, 17, 18, 19, 20, 29]
[08, 12, 14, 29, 45, 47]
[05, 18, 36, 39, 43, 46]
[04, 09, 14, 34, 37, 44]
[01, 22, 26, 39, 44, 47]
[05, 08, 11, 27, 30, 42]
[08, 17, 22, 23, 24, 27]
[07, 17, 26, 36, 37, 45]
[09, 27, 41, 42, 43, 49]
[03, 10, 34, 37, 44, 49]
[02, 07, 09, 13, 21, 44]
[05, 07, 08, 12, 21, 48]
[05, 09, 22, 36, 39, 42]
[07, 11, 22, 27, 32, 49]
[07, 14, 18, 22, 25, 28]
[02, 05, 11, 17, 18, 28]
[19, 20, 23, 36, 45, 47]
[06, 15, 16, 28, 29, 43]
[03, 15, 33, 35, 38, 40]
[10, 14, 22, 29, 39, 48]
[10, 21, 25, 29, 37, 43]
[15, 28, 30, 37, 38, 46]
[09, 19, 24, 26, 35, 37]
[04, 18, 28, 31, 37, 39]
[01, 02, 04, 05, 08, 17]
[02, 10, 21, 25, 26, 31]
[16, 26, 27, 30, 35, 38]
[11, 22, 28, 29, 33, 42]
[07, 08, 12, 23, 25, 47]
[04, 10, 15, 16, 23, 46]
[07, 08, 20, 34, 40, 42]
[12, 27, 31, 36, 45, 46]
[03, 17, 20, 21, 40, 45]
[20, 32, 35, 39, 40, 48]
[13, 18, 23, 25, 26, 29]
[11, 12, 28, 30, 36, 42]
[02, 13, 17, 18, 35, 45]
[05, 12, 27, 29, 37, 42]
[08, 13, 35, 36, 42, 47]
[05, 23, 26, 30, 32, 38]
[05, 07, 12, 20, 38, 40]
[03, 12, 19, 36, 37, 45]
[01, 04, 06, 16, 27, 30]
[07, 09, 24, 27, 28, 43]
[03, 04, 15, 17, 28, 36]
[09, 32, 38, 39, 43, 46]
[16, 42, 43, 44, 45, 48]
[15, 19, 21, 42, 44, 46]
[01, 10, 20, 26, 40, 43]
[01, 08, 09, 22, 23, 28]
[06, 12, 15, 20, 30, 41]
[19, 21, 33, 34, 39, 45]
[01, 04, 05, 13, 18, 37]
[12, 30, 32, 42, 44, 45]
[02, 03, 14, 15, 17, 48]
[12, 23, 30, 39, 40, 44]
[10, 16, 17, 24, 29, 36]
[07, 10, 12, 25, 27, 40]
[04, 08, 13, 17, 22, 25]
[01, 02, 03, 04, 33, 41]
[01, 05, 12, 14, 17, 39]
[01, 19, 21, 30, 38, 45]
[02, 33, 38, 44, 45, 49]
[34, 37, 39, 40, 45, 49]
[06, 07, 12, 24, 31, 49]
[01, 05, 26, 28, 34, 49]
[02, 06, 19, 33, 35, 41]
[01, 11, 33, 40, 41, 48]
[20, 27, 32, 34, 38, 42]
[18, 23, 24, 29, 40, 42]
[08, 19, 26, 38, 48, 49]
[17, 18, 22, 31, 32, 43]
[11, 14, 19, 22, 35, 39]
[04, 13, 20, 24, 26, 45]
[12, 13, 21, 24, 31, 43]
[06, 10, 12, 16, 23, 29]
[01, 03, 08, 11, 21, 40]
[02, 17, 18, 44, 45, 47]
[12, 19, 20, 29, 36, 48]
[03, 16, 27, 32, 33, 45]
[21, 32, 36, 38, 41, 42]
[17, 19, 22, 30, 44, 49]
[18, 19, 39, 42, 46, 49]
[06, 07, 14, 18, 32, 39]
[02, 08, 20, 23, 40, 45]
[06, 15, 29, 33, 39, 43]
[21, 22, 26, 36, 46, 49]
[02, 12, 19, 30, 40, 47]
[02, 13, 18, 27, 32, 49]
[02, 04, 10, 26, 30, 32]
[12, 15, 37, 39, 41, 48]
[07, 08, 25, 27, 41, 47]
[04, 13, 21, 29, 35, 41]
[26, 27, 34, 41, 42, 46]
[06, 13, 14, 17, 18, 25]
[01, 14, 19, 33, 38, 46]
[14, 15, 16, 25, 38, 46]
[10, 12, 14, 15, 20, 29]
[04, 10, 14, 21, 23, 26]
[07, 12, 29, 35, 40, 44]
