[05, 15, 23, 24, 29, 44]
[02, 05, 16, 20, 27, 41]
[01, 10, 17, 19, 33, 35]
[04, 08, 24, 34, 38, 41]
[03, 08, 14, 18, 31, 38]
[06, 12, 14, 21, 24, 39]
[03, 05, 06, 11, 15, 23]
[06, 12, 23, 32, 36, 44]
[09, 22, 28, 32, 42, 48]
[06, 21, 27, 35, 40, 42]
[07, 15, 21, 24, 25, 41]
[13, 16, 18, 20, 21, 26]
[08, 10, 12, 20, 32, 44]
[04, 06, 07, 09, 30, 49]
[12, 27, 33, 35, 37, 49]
[02, 11, 12, 33, 35, 47]
[01, 08, 14, 31, 32, 49]
[12, 16, 28, 35, 41, 45]
[01, 09, 12, 13, 41, 45]
[14, 17, 28, 33, 34, 46]
[11, 25, 31, 42, 43, 44]
[01, 10, 23, 27, 34, 36]
[16, 20, 23, 35, 41, 43]
[04, 07, 12, 13, 41, 48]
[07, 24, 36, 38, 46, 48]
[22, 23, 25, 29, 38, 46]
[06, 28, 29, 34, 35, 39]
[02, 03, 04, 28, 38, 48]
[05, 13, 27, 30, 35, 38]
[09, 17, 23, 38, 42, 45]
[02, 06, 16, 23, 31, 42]
[01, 02, 15, 20, 24, 31]
[06, 16, 24, 26, 41, 42]
[13, 22, 33, 34, 40, 48]
[03, 07, 14, 26, 46, 47]
[02, 08, 12, 16, 38, 39]
[05, 16, 26, 27, 35, 37]
[11, 26, 30, 33, 40, 45]
[14, 21, 22, 27, 34, 38]
[06, 12, 16, 18, 32, 36]
[06, 14, 17, 24, 44, 48]
[01, 30, 34, 40, 41, 45]
[02, 19, 20, 21, 25, 31]
[01, 20, 28, 43, 46, 48]
[09, 11, 17, 27, 30, 42]
[03, 08, 10, 27, 35, 48]
[12, 22, 38, 40, 42, 49]
[11, 19, 22, 23, 42, 43]
[07, 12, 20, 42, 46, 47]
[04, 07, 28, 33, 38, 45]
[04, 35, 36, 38, 41, 45]
[13, 15, 16, 35, 40, 43]
[02, 12, 18, 21, 36, 37]
[19, 30, 34, 37, 43, 48]
[03, 04, 16, 17, 28, 29]
[01, 23, 31, 32, 35, 47]
[09, 10, 26, 35, 37, 39]
[03, 14, 18, 21, 31, 43]
[22, 26, 36, 37, 42, 49]
[05, 13, 24, 30, 40, 48]
[15, 17, 23, 24, 39, 43]
[09, 14, 23, 24, 38, 47]
[02, 17, 26, 32, 41, 42]
[08, 11, 19, 25, 30, 39]
[01, 14, 27, 31, 42, 47]
[05, 19, 28, 31, 39, 41]
[08, 11, 24, 35, 39, 42]
[06, 07, 33, 34, 47, 49]
[06, 09, 10, 30, 32, 45]
[02, 14, 17, 23, 30, 46]
[14, 15, 17, 39, 45, 46]
[05, 20, 29, 34, 40, 42]
[17, 19, 24, 29, 38, 49]
[15, 24, 26, 35, 43, 47]
[01, 10, 25, 32, 40, 46]
[08, 11, 13, 22, 42, 44]
[19, 25, 32, 41, 44, 49]
[01, 08, 12, 16, 17, 18]
[05, 13, 21, 32, 40, 44]
[03, 09, 16, 19, 28, 30]
[05, 10, 16, 26, 39, 42]
[12, 22, 24, 35, 37, 38]
[21, 23, 27, 39, 42, 43]
[07, 13, 23, 28, 45, 47]
[12, 19, 29, 36, 42, 49]
[01, 02, 10, 11, 19, 42]
[03, 22, 24, 35, 37, 48]
[02, 16, 37, 40, 41, 49]
[14, 23, 40, 41, 42, 44]
[18, 19, 21, 22, 27, 49]
[01, 07, 12, 17, 24, 44]
[01, 17, 19, 26, 29, 47]
[18, 23, 31, 33, 39, 47]
[07, 10, 18, 24, 25, 27]
[05, 15, 27, 32, 39, 48]
[03, 05, 35, 41, 43, 48]
[03, 11, 13, 19, 25, 28]
[08, 27, 30, 39, 47, 49]
[08, 18, 25, 33, 41, 47]
[14, 17, 24, 39, 41, 42]
