[02, 09, 11, 12, 24, 44]
[05, 25, 30, 35, 38, 44]
[02, 04, 07, 09, 12, 42]
[03, 06, 12, 23, 35, 47]
[03, 07, 15, 20, 21, 27]
[22, 23, 24, 26, 40, 45]
[08, 09, 14, 21, 31, 41]
[09, 25, 31, 36, 39, 47]
[13, 17, 19, 23, 47, 48]
[17, 24, 32, 39, 41, 42]
[01, 07, 22, 39, 40, 41]
[20, 30, 31, 34, 36, 40]
[05, 13, 21, 33, 35, 44]
[13, 15, 20, 29, 32, 46]
[04, 05, 10, 22, 46, 49]
[01, 12, 19, 34, 40, 42]
[01, 14, 19, 21, 40, 42]
[02, 10, 18, 20, 25, 36]
[04, 07, 09, 11, 24, 48]
[14, 17, 21, 29, 34, 37]
[02, 05, 08, 16, 17, 22]
[20, 27, 29, 33, 34, 47]
[10, 24, 28, 43, 45, 49]
[03, 04, 10, 13, 39, 43]
[04, 29, 33, 34, 35, 43]
[11, 19, 34, 35, 39, 47]
[07, 28, 33, 34, 36, 47]
[04, 08, 18, 24, 43, 45]
[12, 20, 29, 39, 41, 47]
[01, 07, 27, 31, 44, 46]
[18, 26, 27, 32, 33, 39]
[23, 32, 35, 37, 40, 45]
[15, 24, 26, 31, 37, 39]
[05, 11, 12, 23, 28, 49]
[03, 05, 08, 17, 39, 48]
[14, 17, 31, 34, 47, 49]
[07, 16, 22, 36, 42, 45]
[09, 24, 29, 33, 42, 43]
[04, 30, 32, 35, 38, 43]
[04, 10, 23, 24, 37, 43]
[01, 04, 12, 24, 35, 49]
[05, 11, 14, 15, 47, 48]
[10, 11, 17, 18, 24, 25]
[04, 09, 13, 14, 40, 44]
[05, 13, 16, 21, 43, 46]
[16, 22, 23, 30, 39, 49]
[01, 08, 12, 13, 29, 36]
[09, 13, 17, 25, 26, 38]
[15, 23, 37, 39, 46, 47]
[01, 02, 04, 05, 07, 25]
[11, 15, 20, 24, 34, 49]
[03, 19, 36, 41, 42, 48]
[02, 26, 38, 39, 40, 42]
[08, 09, 22, 28, 30, 39]
[02, 03, 29, 31, 33, 44]
[03, 11, 21, 37, 38, 48]
[01, 02, 09, 10, 18, 22]
[06, 09, 12, 14, 20, 40]
[04, 05, 10, 18, 44, 48]
[15, 25, 26, 41, 46, 47]
[10, 12, 27, 33, 38, 40]
[05, 06, 09, 14, 34, 49]
[05, 06, 10, 20, 21, 36]
[10, 21, 26, 31, 35, 40]
[01, 08, 18, 24, 34, 43]
[11, 14, 21, 30, 33, 46]
[02, 07, 10, 18, 21, 40]
[08, 11, 25, 31, 34, 35]
[18, 24, 26, 30, 36, 37]
[08, 11, 16, 29, 35, 38]
[01, 05, 22, 23, 30, 47]
[10, 19, 23, 34, 36, 37]
[08, 09, 21, 37, 38, 45]
[15, 20, 26, 28, 30, 47]
[01, 04, 07, 20, 35, 36]
[14, 16, 31, 34, 41, 44]
[06, 10, 28, 31, 37, 39]
[19, 26, 28, 31, 41, 42]
[09, 10, 19, 33, 38, 46]
[06, 13, 22, 35, 40, 41]
[05, 08, 10, 11, 21, 46]
[05, 19, 27, 32, 37, 40]
[05, 26, 35, 38, 42, 47]
[06, 24, 27, 30, 34, 37]
[06, 13, 15, 27, 28, 35]
[02, 06, 14, 21, 30, 38]
[02, 03, 04, 06, 31, 42]
[21, 25, 26, 37, 39, 48]
[03, 08, 12, 20, 21, 37]
[05, 07, 17, 28, 45, 47]
[09, 11, 30, 35, 40, 42]
[03, 14, 19, 24, 27, 42]
[05, 23, 25, 34, 36, 38]
[07, 14, 22, 24, 27, 39]
[07, 08, 10, 11, 32, 35]
[13, 14, 16, 17, 28, 39]
[01, 02, 12, 19, 30, 48]
[05, 10, 20, 41, 46, 47]
[08, 16, 22, 42, 45, 48]
[02, 04, 16, 36, 37, 39]
