[08, 14, 15, 18, 23, 43]
[04, 14, 25, 32, 33, 41]
[03, 19, 24, 27, 41, 43]
[02, 15, 24, 25, 46, 49]
[18, 24, 34, 36, 37, 47]
[06, 20, 22, 25, 36, 48]
[02, 15, 20, 36, 38, 45]
[03, 20, 23, 29, 31, 42]
[01, 11, 29, 36, 43, 47]
[07, 27, 32, 40, 44, 49]
[14, 20, 28, 29, 42, 47]
[16, 30, 32, 41, 42, 48]
[03, 06, 16, 19, 24, 26]
[14, 17, 20, 24, 44, 49]
[07, 09, 18, 26, 39, 45]
[04, 24, 27, 36, 44, 45]
[06, 27, 31, 34, 35, 48]
[02, 05, 08, 11, 23, 29]
[08, 23, 26, 33, 35, 38]
[13, 18, 19, 31, 35, 47]
[08, 09, 23, 29, 39, 46]
[05, 06, 24, 31, 42, 48]
[11, 13, 25, 39, 43, 44]
[06, 12, 16, 34, 41, 49]
[12, 30, 31, 35, 37, 41]
[03, 05, 27, 31, 35, 39]
[02, 05, 13, 14, 29, 47]
[10, 12, 13, 30, 37, 40]
[01, 04, 10, 17, 35, 40]
[01, 17, 19, 22, 39, 43]
[03, 04, 16, 25, 42, 46]
[02, 09, 14, 21, 24, 35]
[02, 08, 19, 38, 48, 49]
[16, 21, 27, 32, 33, 40]
[13, 26, 27, 33, 34, 38]
[02, 09, 20, 22, 29, 44]
[16, 20, 27, 31, 39, 48]
[01, 03, 08, 25, 29, 37]
[05, 09, 16, 21, 24, 36]
[07, 31, 35, 38, 41, 42]
[07, 09, 14, 27, 32, 43]
[04, 05, 21, 27, 29, 47]
[12, 17, 18, 27, 30, 47]
[09, 19, 39, 40, 41, 45]
[08, 09, 12, 21, 34, 40]
[03, 06, 20, 24, 30, 48]
[01, 10, 13, 27, 36, 47]
[21, 24, 28, 29, 35, 37]
[08, 11, 14, 23, 37, 42]
[11, 13, 18, 29, 32, 46]
[05, 06, 08, 19, 24, 28]
[17, 19, 32, 41, 43, 45]
[23, 30, 32, 38, 42, 47]
[02, 15, 17, 26, 42, 49]
[04, 08, 09, 17, 20, 36]
[01, 09, 12, 15, 17, 28]
[10, 15, 16, 18, 24, 47]
[10, 18, 19, 20, 31, 40]
[01, 10, 18, 35, 36, 41]
[16, 24, 29, 30, 31, 32]
[02, 13, 19, 22, 43, 45]
[25, 28, 30, 39, 45, 47]
[18, 20, 26, 28, 32, 45]
[15, 26, 27, 28, 30, 48]
[12, 34, 36, 42, 45, 48]
[02, 06, 27, 44, 48, 49]
[07, 10, 29, 30, 39, 42]
[03, 21, 36, 41, 43, 49]
[02, 05, 15, 40, 43, 49]
[03, 22, 23, 29, 38, 49]
[05, 07, 27, 36, 46, 48]
[03, 16, 26, 30, 37, 46]
[09, 14, 16, 22, 38, 41]
[03, 07, 36, 43, 44, 47]
[13, 14, 16, 24, 43, 48]
[09, 12, 24, 33, 37, 44]
[04, 08, 14, 29, 30, 33]
[16, 31, 33, 39, 41, 47]
[04, 06, 09, 12, 19, 24]
[14, 19, 23, 28, 31, 39]
[10, 11, 21, 25, 29, 46]
[17, 18, 24, 26, 30, 46]
[06, 14, 29, 30, 34, 39]
[08, 11, 15, 25, 27, 32]
[01, 17, 34, 38, 41, 48]
[10, 20, 36, 39, 40, 45]
[04, 06, 10, 20, 33, 42]
[06, 08, 19, 30, 37, 41]
[04, 11, 24, 25, 28, 32]
[02, 13, 17, 21, 22, 24]
[25, 31, 33, 34, 41, 45]
[01, 13, 30, 33, 41, 42]
[07, 08, 11, 16, 28, 32]
[02, 06, 15, 18, 32, 40]
[02, 09, 12, 15, 27, 33]
[08, 10, 12, 37, 46, 48]
[14, 16, 27, 31, 34, 40]
[02, 05, 16, 21, 36, 37]
[15, 16, 35, 36, 37, 41]
[08, 10, 28, 36, 44, 45]
