[01, 19, 21, 36, 38, 42]
[06, 16, 22, 29, 34, 38]
[05, 26, 37, 44, 47, 48]
[06, 08, 14, 20, 27, 32]
[12, 15, 24, 34, 41, 46]
[02, 07, 13, 16, 46, 47]
[06, 14, 22, 30, 39, 48]
[03, 08, 21, 26, 29, 34]
[06, 33, 34, 35, 39, 40]
[01, 09, 19, 33, 38, 47]
[05, 10, 17, 30, 31, 34]
[10, 18, 23, 25, 27, 49]
[07, 15, 16, 23, 27, 36]
[14, 18, 20, 39, 42, 44]
[11, 21, 34, 39, 42, 48]
[03, 04, 08, 16, 20, 22]
[01, 02, 16, 24, 34, 38]
[03, 30, 34, 36, 38, 45]
[11, 31, 34, 40, 43, 45]
[07, 11, 16, 27, 30, 33]
[09, 19, 31, 34, 38, 41]
[19, 26, 29, 31, 46, 49]
[12, 14, 38, 41, 43, 44]
[02, 04, 07, 26, 31, 41]
[03, 10, 29, 34, 35, 42]
[01, 02, 10, 15, 25, 35]
[04, 17, 29, 30, 33, 38]
[07, 28, 30, 33, 34, 37]
[07, 10, 20, 31, 33, 38]
[01, 04, 15, 19, 24, 35]
[10, 12, 26, 35, 37, 45]
[20, 21, 36, 37, 38, 48]
[04, 33, 34, 38, 45, 49]
[07, 20, 21, 24, 36, 41]
[02, 05, 06, 09, 42, 48]
[09, 12, 13, 32, 42, 44]
[04, 10, 17, 20, 30, 37]
[02, 07, 24, 30, 37, 44]
[02, 16, 19, 32, 38, 41]
[04, 10, 11, 25, 31, 41]
[03, 17, 18, 28, 34, 47]
[05, 06, 26, 33, 34, 47]
[10, 16, 32, 35, 36, 47]
[12, 20, 21, 29, 39, 47]
[06, 07, 12, 35, 47, 48]
[09, 16, 24, 36, 44, 48]
[01, 10, 14, 18, 20, 36]
[03, 05, 06, 13, 29, 41]
[02, 18, 19, 35, 38, 39]
[01, 02, 25, 26, 29, 49]
[18, 28, 30, 43, 46, 48]
[10, 12, 17, 31, 40, 47]
[01, 09, 10, 29, 30, 34]
[22, 23, 24, 27, 30, 41]
[07, 18, 23, 27, 28, 44]
[22, 27, 31, 36, 45, 48]
[11, 15, 24, 27, 36, 48]
[02, 03, 09, 20, 24, 28]
[12, 14, 17, 27, 36, 41]
[11, 25, 37, 43, 45, 49]
[21, 28, 41, 42, 43, 48]
[02, 12, 15, 34, 44, 48]
[10, 17, 30, 35, 38, 42]
[01, 03, 23, 33, 34, 36]
[02, 03, 08, 39, 43, 46]
[04, 19, 20, 24, 37, 39]
[05, 07, 13, 29, 36, 43]
[11, 25, 29, 34, 43, 47]
[14, 19, 30, 43, 44, 48]
[01, 03, 16, 20, 39, 46]
[01, 03, 11, 15, 32, 42]
[30, 33, 35, 38, 45, 46]
[01, 02, 08, 15, 39, 43]
[07, 16, 22, 23, 24, 45]
[10, 28, 33, 34, 44, 48]
[01, 08, 23, 25, 31, 33]
[04, 23, 25, 26, 37, 39]
[02, 20, 31, 33, 37, 38]
[05, 10, 14, 29, 34, 35]
[02, 12, 18, 33, 46, 48]
[01, 02, 09, 21, 24, 26]
[04, 06, 12, 17, 24, 26]
[03, 08, 16, 21, 38, 39]
[01, 05, 12, 20, 21, 35]
[03, 14, 28, 32, 38, 44]
[07, 17, 27, 33, 47, 49]
[02, 24, 33, 36, 43, 49]
[05, 12, 14, 21, 33, 44]
[05, 29, 32, 34, 45, 48]
[02, 05, 36, 42, 45, 48]
[05, 06, 27, 32, 35, 37]
[01, 03, 08, 13, 46, 47]
[01, 06, 20, 21, 29, 36]
[17, 23, 29, 37, 45, 49]
[04, 10, 32, 37, 38, 40]
[07, 12, 31, 34, 38, 41]
[03, 09, 11, 13, 42, 49]
[10, 19, 20, 42, 43, 46]
[24, 34, 37, 40, 43, 49]
[03, 10, 15, 16, 19, 31]
