[03, 13, 20, 34, 39, 46]
[05, 15, 25, 26, 43, 45]
[03, 07, 25, 29, 34, 42]
[02, 14, 17, 19, 32, 42]
[01, 18, 35, 45, 47, 48]
[02, 05, 06, 10, 23, 47]
[03, 13, 14, 15, 22, 38]
[11, 23, 29, 35, 39, 48]
[02, 08, 12, 30, 36, 37]
[01, 06, 12, 18, 19, 25]
[04, 06, 12, 23, 36, 40]
[06, 09, 20, 34, 36, 39]
[22, 28, 31, 38, 43, 44]
[08, 15, 23, 37, 40, 47]
[03, 10, 15, 31, 33, 45]
[01, 08, 23, 30, 43, 49]
[11, 22, 23, 33, 37, 38]
[06, 12, 28, 29, 39, 44]
[07, 23, 26, 32, 37, 48]
[07, 08, 13, 41, 45, 46]
[03, 04, 06, 19, 20, 30]
[01, 09, 12, 32, 35, 47]
[14, 16, 26, 27, 33, 45]
[04, 07, 18, 42, 43, 45]
[02, 04, 06, 11, 28, 37]
[02, 06, 17, 23, 27, 41]
[02, 12, 18, 32, 38, 46]
[11, 28, 31, 39, 40, 47]
[01, 16, 17, 33, 38, 40]
[01, 10, 15, 23, 42, 48]
[03, 09, 30, 36, 43, 47]
[12, 22, 27, 31, 35, 44]
[24, 27, 30, 33, 48, 49]
[06, 14, 21, 24, 28, 38]
[04, 10, 17, 33, 38, 40]
[09, 18, 28, 38, 40, 43]
[01, 04, 07, 10, 12, 47]
[06, 14, 20, 33, 39, 45]
[21, 23, 38, 45, 47, 48]
[09, 11, 26, 36, 38, 47]
[03, 07, 19, 23, 45, 48]
[02, 25, 29, 37, 38, 42]
[04, 09, 28, 31, 35, 49]
[10, 12, 19, 23, 45, 46]
[02, 05, 26, 27, 29, 47]
[01, 18, 19, 26, 43, 48]
[03, 06, 08, 11, 20, 35]
[02, 06, 09, 16, 32, 36]
[02, 14, 17, 27, 33, 49]
[14, 22, 30, 32, 41, 46]
[17, 18, 24, 30, 35, 49]
[01, 10, 11, 15, 39, 43]
[01, 04, 13, 21, 24, 29]
[03, 21, 22, 42, 43, 46]
[06, 16, 27, 33, 42, 46]
[07, 21, 23, 28, 30, 39]
[19, 21, 22, 27, 41, 48]
[09, 12, 14, 26, 33, 38]
[08, 26, 27, 31, 37, 47]
[17, 18, 28, 31, 42, 46]
[20, 24, 31, 39, 41, 42]
[13, 16, 21, 23, 34, 43]
[02, 14, 17, 31, 33, 49]
[04, 11, 22, 23, 39, 47]
[02, 03, 21, 25, 41, 42]
[02, 19, 24, 27, 45, 46]
[17, 28, 34, 42, 45, 46]
[06, 27, 32, 35, 42, 49]
[01, 08, 12, 29, 31, 36]
[01, 08, 16, 18, 22, 35]
[05, 13, 25, 26, 40, 47]
[09, 11, 23, 35, 38, 47]
[02, 07, 25, 38, 42, 47]
[06, 15, 22, 37, 38, 39]
[04, 06, 09, 18, 25, 46]
[01, 04, 05, 17, 37, 45]
[17, 21, 22, 30, 42, 45]
[01, 17, 24, 28, 32, 34]
[03, 11, 17, 30, 35, 37]
[03, 22, 27, 36, 43, 47]
[18, 25, 27, 31, 45, 46]
[09, 12, 19, 25, 36, 46]
[11, 16, 19, 21, 38, 48]
[03, 08, 09, 14, 30, 32]
[20, 27, 28, 29, 34, 38]
[12, 25, 29, 30, 33, 37]
[03, 04, 07, 28, 34, 41]
[06, 36, 37, 38, 39, 48]
[01, 07, 08, 14, 29, 36]
[04, 05, 19, 28, 30, 48]
[09, 17, 28, 29, 37, 46]
[09, 22, 28, 29, 36, 46]
[01, 03, 05, 27, 29, 34]
[05, 13, 18, 26, 31, 33]
[04, 24, 34, 37, 40, 48]
[18, 23, 29, 33, 37, 46]
[04, 11, 14, 15, 21, 41]
[25, 29, 30, 31, 32, 49]
[03, 22, 26, 28, 45, 46]
[09, 18, 31, 33, 46, 48]
